MMYG_DLC1938601 & MYGECIP059,,,ECI,MYG 193B,,"DLC 193/2 ANNAPOLIS WILSHIRE PLAZA, ANNAPOLIS ST.,  GREENHILLS"
MYGECIP062,,,ECI,MYG 195A,,"ANNAPOLIS ST., SAN JUAN"
MYGECIP061,,,ECI,MYG 208A,,"EISENHOWER ST., SAN JUAN"
MYGECIP017,,,ECI,MYG 023-2,,F. ROMAN BRGY. SALAPAN SAN JUAN
PSGECIP020 & 'R01.06@NPG022A.NPGM01,475685801-9,33 SLN 19547,ECI & RAM,NPG 022A,,"G. CONCHING ST., PASIG"
PSGECIP012,475728001-9,33 SUN 46696,ECI,NPG 022B,,"G. CONCHING ST., PASIG"
PSGECIP005,,,ECI,NPG 023A,,"COLLEAGE ST., PASIG"
PSGECIP010,,,ECI,NPG 023B,,"A. SANTOS ST., PASIG"
PSGECIP008 & R01.07@NPG024A.NPGM01,,,ECI & RAM,NPG 024A,,"ROSAL ST., PASIG"
R01.09@NPG027A.NPGM01,,,RAM,NPG 027A,,"ALONG PALINGON ST ., FRONT   OLD SHELL GAS STATION TAGUIG"
PSGECIP018,,,ECI,NPG 027B,,"GEN. NATIVIDAD ST., TAGUIG"
PSGECIP016,,,ECI,NPG 030A,,"GEN. NATIVIDAD ST., TAGUIG"
,,,,NPG 032A,,DENVER ST
PSGECIP019,,,ECI,NPG 072A,,"E. MENDOZA ST., PASIG"
PSGECIP011,,,ECI,NPG 072B,,"BUNYE ST., PASIG"
R01.05@NPG079A.NPGM01,475702201-8,00 AAO 64174,along San Lorenzo st. cor  M.Concepcion  Buting,NPG 079A,,
PSGECIP009,475705601-5,33 SUN 87759,ECI,NPG 079B,,"F. C. LORENZO ST., PASIG"
R01.02@NPG104A.NPGM01,479964201-5,33 SYN 14445,RAM,NPG 104A,,"ALONG  VICTORINO ST COR VALDERAMA ST., BAMBANG ,PASIG CITY"
,,,,NPG 105,,"BRGY.BAMBANG,VILL ANTONIO"
R01.04@NPG106A.NPGM01,480798701-2,0,RAM,NPG 106A,,ALONG M.H.DEL PILAR COR FONTANILLA ST.
PSGECIP017,480780903-9,33 TZN 01929,ECI,NPG 107A,,"FLAVIANA ST., PASIG"
PSGECIP015,480720302-5,33 SYN 95961,ECI,NPG 108A,,"N. CRUZ ST., PASIG"
PSGECIP014,,,ECI,NPG 108B,,"N. CRUZ ST., PASIG"
R01.03@NPG111A.NPGM01,480433602-4,33 LZN 16436,RAM,NPG 111A,,"ALONG URBANO VELASCO AVE., COR JAPSON ST."
PSGECIP006,,,ECI,NPG 113A,,M. LOZADA ST. PATEROS
PSGECIP007 & R01.08@NPG114A.NPGM01,475292501-5,33 JSN 58030,ECI & RAM,NPG 114A,,"SALONGA ST., PATEROS"
PSGECIP004,475198301-8,33 JSN 27245,ECI,NPG 115B,,"F. CRUZ ST., PATEROS, RIZAL"
R01.10@NPG0116.PSGM01 & PSGECIP003,,,ECI & RAM,NPG 116 A,,"ALONG ELISCO RD., BGY SAN JOAQUIN, PASIG"
PSGECIP013,,,ECI,NPG 118A,,"VISITACION ST., PASIG"
R01.10@NPG119B.NPGM01,,,RAM,NPG 119B,,#104 F. MANALO ST COR RUHALE ST. TAGUIG
PSGECIP002,478581201-8,33 DSN 8687,ECI,NPG 120,,"ALONG BERNABE ST., BGY. CALZADA, TIPAS, TAGUIG"
,,,,NPG 147,,P.A BERNARDO ST.
R01.02@MYG157A.MYGM03,510999201-2,33 CZN 69755,RAM,MYG 150A,,ALONG E. RODRIGUEZ NEAR COR. J. JIMENEZ BESIDE UCPB CUBAO QUEZON CITY
R01.02@MYG157A.MYGM03,510999201-2,33 CZN 69755,RAM,MYG 150B,,#154 10TH ST. NEAR BALETE DRIVE BRGY. MARAIAN NEW MANILA Q.C.
MYGECIP024,505019701-4,33 JSN 64381,ECI,MYG 156A,,NEW YORK ST. QUEZON CITY
MYGECIP023,,,ECI,MYG 157A,,NEW YORK ST. QUEZON CITY
MYGECIP046,733774501-8,0,ECI,DSN 172,,BLUMENTRITT FRT 165
MYGECIP053,727789001-2,33 GZN 12459,ECI,DSN 186B,,ABELLAS COMPOUND
R01.09@DSN197.DSLM01,724363401-7,33 WZN 36365,RAM,DSN 197,,ALONG P. CRUZ NEW ZANIGA MYG
MYGECIP047,,,ECI,DSN 200,,F. ORTIGAS FRT 610
R01.05@NPG079A.NPGM01,475702201-8,00 AAO 64174,RAM,NPG 072A,,"ALONG SAN LORENZO ST., COR  M.CONCEPCION,  BUTING"
PSGECIP019,,,ECI,NPG 072B,,"E. MENDOZA ST., PASIG"
PSGECIP011,,,ECI,NPG 079A,,"BUNYE ST., PASIG"
,,,,,,1800 BLDG.
,,,,,,AIC BURGUNDY EMPIRE TOWER
,,,,,,AIC GOLD
,,,,,,AIC GRANDE
,,,,,,AMERICAN TECHNOLOGY
,,,,,,ANNEX AT SHAW BLDG.
,,,,,,ANSONS COMMERCIAL BUILDING
,,,,,,ANTEL GLOBAL CENTER
,,,,,,ASB MALAYAN CENTER
,,,,,,ATENEO SCHOOL OF MEDICINE & PUBLIC HEALTH
,,,,,,ATLANTA CENTER
,,,,,,AVALON CONDOMINIUM
,,,,,,BELVEDERE BLDG.
,,,,,,BONIFACIO RESIDENCES
,,,,,,BUSINESS WORLD
,,,,,,CARDINAL SANTOS MEDICAL CENTER
,,,,,,CHARTER CHEMICAL
,,,,,,CITIBANK BLDG.
,,,,,,CITY & LAND MEGA PLAZA
,,,,,,CITY STATE CENTER BLDG.
,,,,,,CITYLAND CONDOMINIUM
,,,,,,COLUMBIA TOWER
,,,,,,CONNECTICUT ARCADE
,,,,,,"CONNECTICUT CARPARK, GREENHILLS"
,,,,,,CORINTHIANS EXECUTIVE REGENCY
,,,,,,CRESCEND CONDOMINIUM (CRESCENT)
,,,,,,CULMAT BLDG.
,,,,,,CYBERONE BLDG.
,,,,,,CYBERGATE 1
TAGUTAG060,,,,,,CYPRESS CONDO
,,,,,,D ACE PLAZA
MYGUTAG060,,,,,,DANSALAN GARDEN
,,,,,,DISCOVERY SUITE
,,,,,,DMG CENTER (GUEVENT)
,,,,,,DOLMAR GOLDEN HEIGHTS
,,,,,,DON HENRICOS BLDG.
,,,,,,EAST RAYA GARDENS
,,,,,,EDSA CENTRAL
,,,,,,EDSA PAVILLION
,,,,,,EMERALD MANSION
,,,,,,ETON CYBERPOD
,,,,,,EXECUTIVE MANSION
,,,,,,GARDEN HEIGHTS
,,,,,,GATEWAY GARDEN RIDGE
,,,,,,GILMORE HEIGHTS
,,,,,,GLOBE TELECOM
,,,,,,GOLDLAND PLAZA
,,,,,,GOMEGA PLACE
,,,,,,GREENHILLS SHOPPING CENTER CARPARK1
,,,,,,GREENHILLS SHOPPING CENTER  (LOADING DOCK)
,,,,,,GREENWOODS EXECUTIVE VILLAGES RDLU ROOM
,,,,,,GUADA BLDG.
,,,,,,HAMPTON GARDENS
,,,,,,HANSTON SQUARE
,,,,,,HORIZON
,,,,,,HWY 54 BLDG.
,,,,,,IBM  PLAZA
,,,,,,IRIZ ONE TOWER
,,,,,,JADE BLDG
,,,,,,JAFER BLDG.
,,,,,,JJACCIS COMMERCIAL BLDG.
,,,,,,LA FAYETTE BLDG
TAGUTAG026,,,,,,LAKEVIEW MANORS
,,,,,,LE GRAND BLDG.
,,,,,,LEE GARDEN TOWER
,,,,,,LUNTALA CONDO
MYGUTAG105,,,,,,MADISON SQUARE
,,,,,,MADISON SUITE
,,,,,,MEDICAL CITY
,,,,,,MEDICAL PLAZA BLDG.
,,,,,,METROLOFT XAVIER
,,,,,,METROWALK
,,,,,,MILLENIA TOWER
,,,,,,MONTGOMERY PLACE
,,,,,,NUCOMM BLDG
,,,,,,OLYMPIC HEIGHTS BLDG
,,,,,,ONE CAPITOL CONDOMINIUM
,,,,,,ONE CORPORATE CENTER
,,,,,,ONE GATEWAY PLACE
,,,,,,ONE SAN MIGUEL BUILDING
,,,,,,ONE SAPPHIRE
,,,,,,ONE WILSON PLACE
,,,,,,ORIENT SQUARE BLDG.
,,,,,,ORTIGAS BLDG.
,,,,,,ORTIGAS TOWN CENTER
,,,,,,PACIFIC CENTRE BUILDING
,,,,,,PALMDALE HEIGHTS CONDO
,,,,,,PARAGON PLAZA
,,,,,,PARC CHATEAU
,,,,,,PEARL CONDOMINIUM
,,,,,,PHILIPPINE STOCK EXCHANGE
,,,,,,PINNACLE CONDOMINIUM
,,,,,,PIONEER HIGHLAND SOUTH
,,,,,,PROMENADE BLDG.
,,,,,,PSMBFI BLDG.
,,,,,,Q TOWER
,,,,,,RENAISSANCE 1000
,,,,,,RENAISSANCE 2000
,,,,,,RENNAISANCE3000
,,,,,,RESIDENCIA 888
,,,,,,RIVER FRONT RESIDENCES
,,,,,,ROBINSON'S CYBERGATE PLAZA
,,,,,,ROBINSON'S PIONEER
,,,,,,ROSEWOOD POINTE
,,,,,,SAINT FRANCIS SHANGRILA PLACE
,,,,,,SEC BUILDING
,,,,,,SHAW RESIDENCIA
,,,,,,SILVER CITY
,,,,,,SKYWAY TWIN TOWER
,,,,,,SM MEGAMALL
,,,,,,SM SUPER CENTER
,,,,,,SOHO CENTRAL
,,,,,,ST. FRANCIS SQUARE
,,,,,,STAR MALL
,,,,,,STATE CENTER 2 BLDG.
MYGUTAG029,,,,,,STATE FINANCING CENTER
,,,,,,STRATA  SUITES 300 BLDG.
,,,,,,SUN PLAZA BLDG.
,,,,,,SUPERSTORE BLDG.
,,,,,,TECHNO PLAZA
,,,,,,THE BUSINESS CENTER-ROCKWELL MERALCO
,,,,,,THE FIFTH
,,,,,,THE LINK CENTER
,,,,,,THE RAFFLES
,,,,,,THEATER MALL
,,,,,,TIENDESITAS
,,,,,,TIFFANY MANSION
,,,,,,TIMEZONE
MYGUTAG078,,,,,,TIVOLI GARDEN
,,,,,,TRANSCOM BLDG.
,,,,,,TYCOON CENTER
,,,,,,UNION BANK BLDG.
,,,,,,VALENCIA HILLS
,,,,,,VALLE VERDE TERRACE
TAGUTAG008,,,,,,VISTA DE LAGO CONDOMINIUM
,,,,,,WACK-WACK BLDG.
,,,,,,WESTAR BLDG
,,,,,,WILSHIRE PLAZA
,,,,,,WYNSUM CORPORATE PLAZA
TAGUTAG061,,,,,,ROYAL PALM
,,,,,,CEDAR CREST
,,,,,,CATHEDRAL HEIGHTS
,,,,,,MALAYAN PLAZA
,,,,,,CORINTHIAN HILLS
,,,,,,MILLENIUM GARDEN
,,,,,,PIONEER HIGHLAND NORTH
,,,,,,GRACE BUILDING
,,,,,,8 WACKWACK CONDOMINIUM
