R01.09@DSN197.DSLM01,21-Feb,,29-Apr,,24-Jul,,29-Oct,,
MYGECIP047,21-Feb,,29-Apr,,24-Jul,,29-Oct,,
MYGECIP049,21-Feb,,29-Apr,,24-Jul,,29-Oct,,
MYGECIP048,21-Feb,,29-Apr,,24-Jul,,29-Oct,,
R01.11@DSN217.DSLM01,21-Feb,,29-Apr,,24-Jul,,29-Oct,,
MYGECIP035,21-Feb,,30-Apr,,25-Jul,,30-Oct,,
MYGECIP009,21-Feb,,30-Apr,,25-Jul,,30-Oct,,
MYGECIP034,21-Feb,,30-Apr,,25-Jul,,30-Oct,,
MYGECIP033,24-Feb,,30-Apr,,25-Jul,,30-Oct,,
MYGECIP039,24-Feb,,30-Apr,,25-Jul,,30-Oct,,
MYGECIP040,24-Feb,,30-Apr,,25-Jul,,30-Oct,,
MYGECIP013,24-Feb,,30-Apr,,25-Jul,,30-Oct,,
MYGECIP003,24-Feb,,1-May,,28-Jul,,31-Oct,,
MMYG_STPAUL8501,24-Feb,,1-May,,28-Jul,,31-Oct,,
MYGECIP032,24-Feb,,1-May,,28-Jul,,31-Oct,,
MYGECIP031,24-Feb,,1-May,,28-Jul,,31-Oct,,
MYGECIP030,24-Feb,,1-May,,28-Jul,,31-Oct,,
MYGECIP029,24-Feb,,1-May,,28-Jul,,31-Oct,,
MYGECIP011,25-Feb,,1-May,,28-Jul,,31-Oct,,
MYGECIP012,25-Feb,,2-May,,29-Jul,,3-Nov,,
MYGECIP055,25-Feb,,2-May,,29-Jul,,3-Nov,,
MYGECIP016,25-Feb,,2-May,,29-Jul,,3-Nov,,
MYGECIP007,25-Feb,,2-May,,29-Jul,,3-Nov,,
MYGECIP025,25-Feb,,2-May,,29-Jul,,3-Nov,,
R01.06@MYG024/1.MYGM04,25-Feb,,2-May,,29-Jul,,3-Nov,,
MYGECIP004,25-Feb,,2-May,,29-Jul,,3-Nov,,
R01.01@MYG026.MYGM02 & MYGECIP042,25-Feb,,5-May,,30-Jul,,4-Nov,,
MYGECIP028,25-Feb,,5-May,,30-Jul,,4-Nov,,
R01.02@MYG035.MYGM02,26-Feb,,5-May,,30-Jul,,4-Nov,,
MYGECIP041,26-Feb,,5-May,,30-Jul,,4-Nov,,
R01.01@MYG038A.MYGM03,26-Feb,,5-May,,30-Jul,,4-Nov,,
R01.12@MYG039-1.MYGM01,26-Feb,,5-May,,30-Jul,,4-Nov,,
MYGECIP019,26-Feb,,5-May,,30-Jul,,4-Nov,,
MYGECIP005,26-Feb,,6-May,,31-Jul,,5-Nov,,
MYGECIP008 & 'R01.10@MYG089-1.MYGM01,26-Feb,,6-May,,31-Jul,,5-Nov,,
MYGECIP056,26-Feb,,6-May,,31-Jul,,5-Nov,,
MYGECIP018,26-Feb,,6-May,,31-Jul,,5-Nov,,
MYGECIP022,26-Feb,,6-May,,31-Jul,,5-Nov,,
,27-Feb,,6-May,,31-Jul,,5-Nov,,
R01.11@MYG101-1.MYGM01,27-Feb,,6-May,,31-Jul,,5-Nov,,
R01.10@MYG102A.MYGM02,27-Feb,,7-May,,1-Aug,,6-Nov,,
MYGECIP057,27-Feb,,7-May,,1-Aug,,6-Nov,,
MYGECIP058,27-Feb,,7-May,,1-Aug,,6-Nov,,
MYGECIP060 & 'R01.08@MYG107A.MYGM03,27-Feb,,7-May,,1-Aug,,6-Nov,,
R01.05@MYG108.MYGM02,27-Feb,,7-May,,1-Aug,,6-Nov,,
MYGECIP038,27-Feb,,7-May,,1-Aug,,6-Nov,,
MSAN/ECI,27-Feb,,7-May,,1-Aug,,6-Nov,,
R01.04@MYG130/1_STARMALL.MYGM04,27-Feb,,8-May,,4-Aug,,7-Nov,,
MYGECIP021,28-Feb,,8-May,,4-Aug,,7-Nov,,
MYGECIP026,28-Feb,,8-May,,4-Aug,,7-Nov,,
MYGECIP014,28-Feb,,8-May,,4-Aug,,7-Nov,,
R01.03@MYG143.MYGM02,28-Feb,,8-May,,4-Aug,,7-Nov,,
MYGECIP020,28-Feb,,8-May,,4-Aug,,7-Nov,,
MYGECIP037,28-Feb,,8-May,,4-Aug,,7-Nov,,
MYGECIP010,28-Feb,,9-May,,5-Aug,,10-Nov,,
R01.09@MYG148AMYGM03,28-Feb,,9-May,,5-Aug,,10-Nov,,
MYGECIP023,28-Feb,,9-May,,5-Aug,,10-Nov,,
MYGECIP024,28-Feb,,9-May,,5-Aug,,10-Nov,,
MYGECIP015,3-Mar,,9-May,,5-Aug,,10-Nov,,
R01.02@MYG157A.MYGM03,3-Mar,,9-May,,5-Aug,,10-Nov,,
MYGECIP006,3-Mar,,9-May,,5-Aug,,10-Nov,,
R01.09@MYG158-2.MYGM01,3-Mar,,12-May,,6-Aug,,11-Nov,,
MYGECIP027,3-Mar,,12-May,,6-Aug,,11-Nov,,
R01.03@MYG168A.MYGM04,3-Mar,,12-May,,6-Aug,,11-Nov,,
MYGECIP036,3-Mar,,12-May,,6-Aug,,11-Nov,,
R01.10@MYG174.MYGM03,3-Mar,,12-May,,6-Aug,,11-Nov,,
R01.09@MYG186A-WACKRD.MYGM02,3-Mar,,12-May,,6-Aug,,11-Nov,,
MMYG_DLC1938601 & MYGECIP059,3-Mar,,12-May,,6-Aug,,11-Nov,,
MYGECIP062,4-Mar,,13-May,,7-Aug,,12-Nov,,
MYGECIP061,4-Mar,,13-May,,7-Aug,,12-Nov,,
MYGECIP017,4-Mar,,13-May,,7-Aug,,12-Nov,,
PSGECIP020 & 'R01.06@NPG022A.NPGM01,4-Mar,,13-May,,7-Aug,,12-Nov,,
PSGECIP012,4-Mar,,13-May,,7-Aug,,12-Nov,,
PSGECIP005,4-Mar,,13-May,,7-Aug,,12-Nov,,
PSGECIP010,4-Mar,,13-May,,7-Aug,,12-Nov,,
PSGECIP008 & R01.07@NPG024A.NPGM01,4-Mar,,14-May,,8-Aug,,13-Nov,,
R01.09@NPG027A.NPGM01,4-Mar,,14-May,,8-Aug,,13-Nov,,
PSGECIP018,4-Mar,,14-May,,8-Aug,,13-Nov,,
PSGECIP016,5-Mar,,14-May,,8-Aug,,13-Nov,,
,5-Mar,,14-May,,8-Aug,,13-Nov,,
PSGECIP019,5-Mar,,14-May,,8-Aug,,13-Nov,,
PSGECIP011,5-Mar,,14-May,,8-Aug,,13-Nov,,
R01.05@NPG079A.NPGM01,5-Mar,,15-May,,11-Aug,,14-Nov,,
PSGECIP009,5-Mar,,15-May,,11-Aug,,14-Nov,,
R01.02@NPG104A.NPGM01,5-Mar,,15-May,,11-Aug,,14-Nov,,
,5-Mar,,15-May,,11-Aug,,14-Nov,,
R01.04@NPG106A.NPGM01,5-Mar,,15-May,,11-Aug,,14-Nov,,
PSGECIP017,5-Mar,,15-May,,11-Aug,,14-Nov,,
PSGECIP015,6-Mar,,15-May,,11-Aug,,14-Nov,,
PSGECIP014,6-Mar,,16-May,,12-Aug,,17-Nov,,
R01.03@NPG111A.NPGM01,6-Mar,,16-May,,12-Aug,,17-Nov,,
PSGECIP006,6-Mar,,16-May,,12-Aug,,17-Nov,,
PSGECIP007 & R01.08@NPG114A.NPGM01,6-Mar,,16-May,,12-Aug,,17-Nov,,
PSGECIP004,6-Mar,,16-May,,12-Aug,,17-Nov,,
R01.10@NPG0116.PSGM01 & PSGECIP003,6-Mar,,16-May,,12-Aug,,17-Nov,,
PSGECIP013,6-Mar,,16-May,,12-Aug,,17-Nov,,
R01.10@NPG119B.NPGM01,6-Mar,,19-May,,13-Aug,,18-Nov,,
PSGECIP002,6-Mar,,19-May,,13-Aug,,18-Nov,,
,7-Mar,,19-May,,13-Aug,,18-Nov,,
R01.02@MYG157A.MYGM03,7-Mar,,19-May,,13-Aug,,18-Nov,,
R01.02@MYG157A.MYGM03,7-Mar,,19-May,,13-Aug,,18-Nov,,
MYGECIP024,7-Mar,,19-May,,13-Aug,,18-Nov,,
MYGECIP023,7-Mar,,19-May,,13-Aug,,18-Nov,,
MYGECIP046,7-Mar,,20-May,,14-Aug,,19-Nov,,
MYGECIP053,7-Mar,,20-May,,14-Aug,,19-Nov,,
R01.09@DSN197.DSLM01,7-Mar,,20-May,,14-Aug,,19-Nov,,
MYGECIP047,7-Mar,,20-May,,14-Aug,,19-Nov,,
R01.05@NPG079A.NPGM01,7-Mar,,20-May,,14-Aug,,19-Nov,,
PSGECIP019,10-Mar,,20-May,,14-Aug,,19-Nov,,
PSGECIP011,10-Mar,,20-May,,14-Aug,,19-Nov,,
,10-Mar,,21-May,,15-Aug,,20-Nov,,
,10-Mar,,21-May,,15-Aug,,20-Nov,,
,10-Mar,,21-May,,15-Aug,,20-Nov,,
,10-Mar,,21-May,,15-Aug,,20-Nov,,
,10-Mar,,21-May,,15-Aug,,20-Nov,,
,10-Mar,,21-May,,15-Aug,,20-Nov,,
,10-Mar,,21-May,,15-Aug,,20-Nov,,
,10-Mar,,22-May,,18-Aug,,21-Nov,,
,11-Mar,,22-May,,18-Aug,,21-Nov,,
,11-Mar,,22-May,,18-Aug,,21-Nov,,
,11-Mar,,22-May,,18-Aug,,21-Nov,,
,11-Mar,,22-May,,18-Aug,,21-Nov,,
,11-Mar,,22-May,,18-Aug,,21-Nov,,
,11-Mar,,22-May,,18-Aug,,21-Nov,,
,11-Mar,,23-May,,19-Aug,,24-Nov,,
,11-Mar,,23-May,,19-Aug,,24-Nov,,
,11-Mar,,23-May,,19-Aug,,24-Nov,,
,11-Mar,,23-May,,19-Aug,,24-Nov,,
,12-Mar,,23-May,,19-Aug,,24-Nov,,
,12-Mar,,23-May,,19-Aug,,24-Nov,,
,12-Mar,,23-May,,19-Aug,,24-Nov,,
,12-Mar,,26-May,,20-Aug,,25-Nov,,
,12-Mar,,26-May,,20-Aug,,25-Nov,,
,12-Mar,,26-May,,20-Aug,,25-Nov,,
,12-Mar,,26-May,,20-Aug,,25-Nov,,
,12-Mar,,26-May,,20-Aug,,25-Nov,,
,12-Mar,,26-May,,20-Aug,,25-Nov,,
,12-Mar,,26-May,,20-Aug,,25-Nov,,
,13-Mar,,27-May,,21-Aug,,26-Nov,,
TAGUTAG060,13-Mar,,27-May,,21-Aug,,26-Nov,,
,13-Mar,,27-May,,21-Aug,,26-Nov,,
MYGUTAG060,13-Mar,,27-May,,21-Aug,,26-Nov,,
,13-Mar,,27-May,,21-Aug,,26-Nov,,
,13-Mar,,27-May,,21-Aug,,26-Nov,,
,13-Mar,,27-May,,21-Aug,,26-Nov,,
,13-Mar,,28-May,,22-Aug,,27-Nov,,
,13-Mar,,28-May,,22-Aug,,27-Nov,,
,13-Mar,,28-May,,22-Aug,,27-Nov,,
,14-Mar,,28-May,,22-Aug,,27-Nov,,
,14-Mar,,28-May,,22-Aug,,27-Nov,,
,14-Mar,,28-May,,22-Aug,,27-Nov,,
,14-Mar,,28-May,,22-Aug,,27-Nov,,
,14-Mar,,29-May,,25-Aug,,28-Nov,,
,14-Mar,,29-May,,25-Aug,,28-Nov,,
,14-Mar,,29-May,,25-Aug,,28-Nov,,
,14-Mar,,29-May,,25-Aug,,28-Nov,,
,14-Mar,,29-May,,25-Aug,,28-Nov,,
,14-Mar,,29-May,,25-Aug,,28-Nov,,
,17-Mar,,29-May,,25-Aug,,28-Nov,,
,17-Mar,,30-May,,26-Aug,,1-Dec,,
,17-Mar,,30-May,,26-Aug,,1-Dec,,
,17-Mar,,30-May,,26-Aug,,1-Dec,,
,17-Mar,,30-May,,26-Aug,,1-Dec,,
,17-Mar,,30-May,,26-Aug,,1-Dec,,
,17-Mar,,30-May,,26-Aug,,1-Dec,,
,17-Mar,,30-May,,26-Aug,,1-Dec,,
,17-Mar,,2-Jun,,27-Aug,,2-Dec,,
,17-Mar,,2-Jun,,27-Aug,,2-Dec,,
,18-Mar,,2-Jun,,27-Aug,,2-Dec,,
,18-Mar,,2-Jun,,27-Aug,,2-Dec,,
,18-Mar,,2-Jun,,27-Aug,,2-Dec,,
,18-Mar,,2-Jun,,27-Aug,,2-Dec,,
TAGUTAG026,18-Mar,,2-Jun,,27-Aug,,2-Dec,,
,18-Mar,,3-Jun,,28-Aug,,3-Dec,,
,18-Mar,,3-Jun,,28-Aug,,3-Dec,,
,18-Mar,,3-Jun,,28-Aug,,3-Dec,,
MYGUTAG105,18-Mar,,3-Jun,,28-Aug,,3-Dec,,
,18-Mar,,3-Jun,,28-Aug,,3-Dec,,
,19-Mar,,3-Jun,,28-Aug,,3-Dec,,
,19-Mar,,3-Jun,,28-Aug,,3-Dec,,
,19-Mar,,4-Jun,,29-Aug,,4-Dec,,
,19-Mar,,4-Jun,,29-Aug,,4-Dec,,
,19-Mar,,4-Jun,,29-Aug,,4-Dec,,
,19-Mar,,4-Jun,,29-Aug,,4-Dec,,
,19-Mar,,4-Jun,,29-Aug,,4-Dec,,
,19-Mar,,4-Jun,,29-Aug,,4-Dec,,
,19-Mar,,4-Jun,,29-Aug,,4-Dec,,
,19-Mar,,5-Jun,,1-Sep,,5-Dec,,
,20-Mar,,5-Jun,,1-Sep,,5-Dec,,
,20-Mar,,5-Jun,,1-Sep,,5-Dec,,
,20-Mar,,5-Jun,,1-Sep,,5-Dec,,
,20-Mar,,5-Jun,,1-Sep,,5-Dec,,
,20-Mar,,5-Jun,,1-Sep,,5-Dec,,
,20-Mar,,5-Jun,,1-Sep,,5-Dec,,
,20-Mar,,6-Jun,,2-Sep,,8-Dec,,
,20-Mar,,6-Jun,,2-Sep,,8-Dec,,
,20-Mar,,6-Jun,,2-Sep,,8-Dec,,
,20-Mar,,6-Jun,,2-Sep,,8-Dec,,
,21-Mar,,6-Jun,,2-Sep,,8-Dec,,
,21-Mar,,6-Jun,,2-Sep,,8-Dec,,
,21-Mar,,6-Jun,,2-Sep,,8-Dec,,
,21-Mar,,9-Jun,,3-Sep,,9-Dec,,
,21-Mar,,9-Jun,,3-Sep,,9-Dec,,
,21-Mar,,9-Jun,,3-Sep,,9-Dec,,
,21-Mar,,9-Jun,,3-Sep,,9-Dec,,
,21-Mar,,9-Jun,,3-Sep,,9-Dec,,
,21-Mar,,9-Jun,,3-Sep,,9-Dec,,
,21-Mar,,9-Jun,,3-Sep,,9-Dec,,
,24-Mar,,10-Jun,,4-Sep,,10-Dec,,
,24-Mar,,10-Jun,,4-Sep,,10-Dec,,
,24-Mar,,10-Jun,,4-Sep,,10-Dec,,
,24-Mar,,10-Jun,,4-Sep,,10-Dec,,
,24-Mar,,10-Jun,,4-Sep,,10-Dec,,
,24-Mar,,10-Jun,,4-Sep,,10-Dec,,
,24-Mar,,10-Jun,,4-Sep,,10-Dec,,
,24-Mar,,11-Jun,,5-Sep,,11-Dec,,
,24-Mar,,11-Jun,,5-Sep,,11-Dec,,
,24-Mar,,11-Jun,,5-Sep,,11-Dec,,
,25-Mar,,11-Jun,,5-Sep,,11-Dec,,
,25-Mar,,11-Jun,,5-Sep,,11-Dec,,
,25-Mar,,11-Jun,,5-Sep,,11-Dec,,
,25-Mar,,11-Jun,,5-Sep,,11-Dec,,
,25-Mar,,12-Jun,,8-Sep,,12-Dec,,
,25-Mar,,12-Jun,,8-Sep,,12-Dec,,
,25-Mar,,12-Jun,,8-Sep,,12-Dec,,
MYGUTAG029,25-Mar,,12-Jun,,8-Sep,,12-Dec,,
,25-Mar,,12-Jun,,8-Sep,,12-Dec,,
,25-Mar,,12-Jun,,8-Sep,,12-Dec,,
,26-Mar,,12-Jun,,8-Sep,,12-Dec,,
,26-Mar,,13-Jun,,9-Sep,,15-Dec,,
,26-Mar,,13-Jun,,9-Sep,,15-Dec,,
,26-Mar,,13-Jun,,9-Sep,,15-Dec,,
,26-Mar,,13-Jun,,9-Sep,,15-Dec,,
,26-Mar,,13-Jun,,9-Sep,,15-Dec,,
,26-Mar,,13-Jun,,9-Sep,,15-Dec,,
,26-Mar,,13-Jun,,9-Sep,,15-Dec,,
,26-Mar,,16-Jun,,10-Sep,,16-Dec,,
,26-Mar,,16-Jun,,10-Sep,,16-Dec,,
MYGUTAG078,27-Mar,,16-Jun,,10-Sep,,16-Dec,,
,27-Mar,,16-Jun,,10-Sep,,16-Dec,,
,27-Mar,,16-Jun,,10-Sep,,16-Dec,,
,27-Mar,,16-Jun,,10-Sep,,16-Dec,,
,27-Mar,,16-Jun,,10-Sep,,16-Dec,,
,27-Mar,,17-Jun,,11-Sep,,17-Dec,,
TAGUTAG008,27-Mar,,17-Jun,,11-Sep,,17-Dec,,
,27-Mar,,17-Jun,,11-Sep,,17-Dec,,
,27-Mar,,17-Jun,,11-Sep,,17-Dec,,
,27-Mar,,17-Jun,,11-Sep,,17-Dec,,
,28-Mar,,17-Jun,,11-Sep,,17-Dec,,
TAGUTAG061,28-Mar,,17-Jun,,11-Sep,,17-Dec,,
,28-Mar,,18-Jun,,12-Sep,,18-Dec,,
,28-Mar,,18-Jun,,12-Sep,,18-Dec,,
,28-Mar,,18-Jun,,12-Sep,,18-Dec,,
,28-Mar,,18-Jun,,12-Sep,,18-Dec,,
,28-Mar,,18-Jun,,12-Sep,,18-Dec,,
,28-Mar,,18-Jun,,12-Sep,,18-Dec,,
